Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingVintage,EUI[kWh/m²a],Baseboard Design Size U-Factor Times Area Average [kW/K],EUI-Heating[kWh/m²a],EUI-InteriorLighting[kWh/m²a],EUI-Pumps[kWh/m²a],EUI-Cooling[kWh/m²a],GrossFloorArea[m²],HotWaterPumpDesignFlowRate[l/min],HotWaterPumpDesignPowerConsumption[kW],Baseboard Design Size Maximum Water Flow Rate Average [l/min],HeatEmissions-Total[MWh/a],HeatEmissionsZone-Exfiltration[MWh/a],HeatEmissionsZone-HVACRejectHeat[MWh/a],BoilerDesignSizeNominalCapacity[kW],CentralAirSourceHeatPumpCapacity[kW],Service Hot Water Heater Design Flow Rate [l/min],Boiler Heating Rate Average [kW],District Heating Rate Average [kW],Average District Heating Rate [kW],District Heating Hot Water Energy Sum [MJ],District Heating Inlet Temperature Average[C],District Heating Outlet Temperature Average [C],District Heating Mass Flow Rate Average [kg/s],Boiler Heating Energy Average [MJ],Boiler Inlet Temperature Average[C],Boiler Outlet Temperature Average [C],Boiler Mass Flow Rate Average [kg/s],Boiler Part Load Ratio Average,Boiler Efficiency,Baseboard Total Heating Energy Sum Average [MJ],Baseboard Hot Water Energy Sum Average[MJ],Baseboard Hot Water Mass Flow Rate Average Average [kg/s],Baseboard Air Inlet Temperature Average Average [C],Baseboard Air Outlet Temperature Average Average [C],Baseboard Water Inlet Temperature Average Average [C],Baseboard Water Outlet Temperature Average Average [C],Baseboard Total Heating Rate Average Average [kW],Baseboard Total Heating Rate Average Sum[kW],Baseboard Total Heating Energy Sum Sum [MJ],Baseboard Hot Water Energy Sum Sum[MJ],Baseboard Hot Water Mass Flow Rate Average Sum [kg/s],Baseboard Water Outlet Temperature Average Sum [C],Baseboard Water Inlet Temperature Average Sum [C],Baseboard Air Outlet Temperature Average Sum [C],Baseboard Air Inlet Temperature Average Sum [C],Water Heater Heat Loss Rate Average [kW],Water Heater Tank Temperature Average [C],Water Heater Heat Loss Energy Sum [MJ],Water Heater Use Side Mass Flow Rate Average [kg/s],Water Heater Use Side Inlet Temperature Average [C],Water Heater Use Side Outlet Temperature Average [C],Water Heater Use Side Heat Transfer Rate Average [kW],Water Heater Use Side Heat Transfer Energy Sum [MJ],Water Heater Total Demand Heat Transfer Rate Average [kW],Water Heater Heating Rate Average [kW],Water Heater Electricity Rate Average [kW],Volume [m³],Construction Area [%],Window to Wall Ratio [%]
Simulation045,Urban,4,2,4.19,Ribbon-Windows,3.56,2.35,4,4,3,11.94,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,1980_2004,55.992,1.02065,3.454,16.315,0.023,0,4574.03,5.043942,0.003579,11.052759,783.630556,162.186111,0,0,194.688059,5.043942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001609,0.001609,0.001623,26.696587,27.12027,48.881683,45.651875,0.183718,4.225515,0.037016,0.037016,0.03733,1049.993133,1124.278719,623.766219,614.021509,-0.22181,58.968391,-0.001943,0.057497,50.341297,58.968391,-2.754797,-0.024132,2.960654,2.960809,2.960809,19165.17246,0.058697,0.596633
Simulation046,City,153,2,4.06,Horizontal-Windows,2.48,3.54,4,3,3,11.81,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2016,69.549,0.18107,17.415,16.084,0.021,0,4126.31,3.969798,0.002817,10.076169,759.141667,130.238889,15.808333,176.590308,0,3.969798,6.398521,0,0,0,0,0,0,0.056051,56051.04197,47.555035,0.029377,0.036234,0.329299,0.002463,0.002463,0.00132,24.360824,25.137937,82.195026,70.437699,0.281217,6.467981,0.05666,0.05666,0.030354,1620.067079,1890.485587,578.172561,560.298949,-0.221808,58.968039,-0.001943,0.045252,50.331089,58.968039,-2.168122,-0.018993,2.373968,2.374046,0,16752.82588,0.060778,0.346639
Simulation050,Country,129,9,2.81,Ribbon-Windows,3.52,3.74,3,4,2,7.6,TRUE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,1980_2004,65.084,0.135669,9.733,17.494,0.012,0,4262.89,2.797361,0.001985,7.549716,826.45,161.397222,9.127778,184.087447,0,2.797361,3.694507,0,0,0,0,0,0,0.032364,32363.8775,42.61807,0.016386,0.020069,0.267084,0.00102,0.00102,0.000521,26.81559,27.203304,82.216415,75.876611,0.116417,3.725359,0.032634,0.032634,0.016667,2428.051559,2630.925273,870.505722,858.09887,0,67.013746,0,0.031888,51.199261,67.013746,-1.560718,-0.013672,1.555605,1.560659,0,14621.72978,0.067391,0.352508
Simulation051,Suburbs,15,3,3.43,Horizontal-Windows,3.37,2.57,5,3,2,9.61,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2010,64.254,0.156495,10.249,16.239,0.018,0,3891.81,5.139374,0.003647,8.708511,660.105556,117.05,0,0,0,5.139374,0,4.553258,4.553258,0.039887,22.041169,45.30129,0.021521,0,0,0,0,0,0,0.001758,0.001758,0.000936,25.058358,25.701826,82.1788,72.340679,0.200647,4.61488,0.040426,0.040426,0.021521,1663.835609,1890.112397,591.141988,576.342225,-0.22181,58.968252,-0.001943,0.058584,50.337724,58.968252,-2.806916,-0.024589,3.012773,3.012955,3.012955,13738.0893,0.058723,0.512493
Simulation052,Suburbs,85,2,3.53,Ribbon-Windows,2.55,2.6,4,4,4,9,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2016,65.651,0.162327,11.816,16.084,0.016,0,4168.32,5.002867,0.00355,9.03288,829.805556,123.294444,10.836111,158.306093,0,5.002867,4.385633,0,0,0,0,0,0,0.038418,38418.14414,45.437404,0.02022,0.027704,0.297288,0.001686,0.001686,0.0009,24.46038,25.036602,82.207896,73.033453,0.192487,4.427204,0.038782,0.038782,0.020711,1679.769422,1890.781618,575.841849,562.588746,0,67.014454,0,0.057028,51.199923,67.014454,-2.791243,-0.024451,2.786136,2.79119,0,15547.81814,0.058226,0.206236
Simulation054,Urban,61,2,3.73,Vertical-Windows,2.13,3.03,4,4,4,11.18,FALSE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,pre_1980,58.75,0.294032,1.999,17.407,0.004,0,27481.69,10.523779,0.007468,16.362414,3462.913889,1063.172222,0,0,0,10.523779,0,6.2697,6.2697,0.054923,28.476088,44.328686,0.032746,0,0,0,0,0,0,0.00072,0.00072,0.000425,33.887293,34.009495,82.219086,80.238262,0.082161,6.32639,0.055419,0.055419,0.032746,6178.346199,6330.869633,2618.73109,2609.321559,0,67.015531,0,0.119962,51.201192,67.015531,-5.871379,-0.051433,5.866282,5.871337,5.871337,115697.9231,0.032428,0.576825
Simulation055,Country,132,8,4.21,Ribbon-Windows,3.49,3.89,4,4,4,10.67,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,2019,58.867,0.799796,2.919,17.716,0.018,0,8020.26,3.830457,0.002718,8.66224,1487.730556,287.827778,0,0,331.696589,3.830457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101,0.001101,0.001106,27.490278,27.860973,48.883957,46.049423,0.125701,6.285072,0.055057,0.055057,0.05531,2302.471165,2444.197826,1393.048637,1374.513923,-0.221804,58.9673,-0.001943,0.043664,50.343965,58.9673,-2.092033,-0.018326,2.297874,2.297988,2.297988,29755.16764,0.054691,0.349517
Simulation056,Country,180,5,3.71,Horizontal-Windows,3.11,2.86,4,4,2,11.39,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2016,57.062,0.928455,1.972,16.977,0.014,0,7144.39,6.255263,0.004439,10.047828,1213.694444,220.736111,0,0,246.24248,6.255263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001033,0.001033,0.001031,27.159547,27.432572,48.88593,46.732446,0.117954,3.774522,0.033065,0.033065,0.032995,1495.438284,1564.349756,877.842304,869.105518,-0.2218,58.966605,-0.001943,0.071305,50.327944,58.966605,-3.416324,-0.029927,3.622182,3.622312,3.622312,25362.59897,0.051885,0.221672
Simulation057,Urban,115,3,3.55,Vertical-Windows,3.79,2.19,4,5,3,12.17,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2019,66.264,0.138807,8.44,17.862,0.012,0,4793.53,4.427618,0.003142,7.72418,944.069444,168.730556,8.9,188.34146,0,4.427618,3.602567,0,0,0,0,0,0,0.031558,31558.48964,44.09454,0.016407,0.019128,0.285771,0.000994,0.000994,0.000521,26.144007,26.57599,82.216594,75.524129,0.113508,3.632271,0.031819,0.031819,0.016678,2416.772127,2630.931014,850.431688,836.60821,0,67.013628,0,0.050471,51.19985,67.013628,-2.470063,-0.021638,2.464948,2.470003,2.470003,17448.4492,0.058574,0.201866
Simulation059,Suburbs,73,3,3.64,Vertical-Windows,3.29,2.5,4,5,2,7.14,TRUE,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2010,58.512,0.177541,2.161,17.819,0.005,0,13203.96,6.571608,0.004664,9.879837,1943.116667,408.888889,0,0,0,6.571608,0,3.257765,3.257765,0.028538,22.832103,40.598692,0.015111,0,0,0,0,0,0,0.000576,0.000576,0.000302,30.382133,30.519129,82.219048,80.051741,0.065709,3.285474,0.028781,0.028781,0.015111,4002.587059,4110.952382,1525.956462,1519.106656,-0.221792,58.965258,-0.001943,0.074911,50.33417,58.965258,-3.589106,-0.031441,3.794959,3.795103,3.795103,38291.47379,0.042227,0.289946
Simulation062,Country,146,5,2.9,Horizontal-Windows,3.41,3.58,4,5,2,12.72,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2016,69.898,0.081277,13.624,17.817,0.014,0,3173.55,1.578891,0.00112,4.523358,622.630556,144.430556,9.511111,172.335413,0,1.578891,3.849907,0,0,0,0,0,0,0.033725,33725.18583,43.586745,0.016245,0.02234,0.286592,0.00068,0.00068,0.000328,27.960522,28.439546,82.218234,74.466537,0.077569,3.878464,0.033975,0.033975,0.016407,3723.326862,4110.911676,1421.977312,1398.026101,0,67.012654,0,0.017998,51.198831,67.012654,-0.880829,-0.007716,0.875705,0.88076,0.88076,9838.002768,0.085225,0.479855
Simulation064,Suburbs,61,5,3.1,Ribbon-Windows,2.02,2.42,4,3,2,7.64,TRUE,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2004,66.159,0.188911,7.704,17.25,0.014,0,7808.24,6.67421,0.004736,10.513151,1193.841667,266.330556,0,0,0,6.67421,0,6.866691,6.866691,0.060152,23.426317,45.895576,0.034104,0,0,0,0,0,0,0.001488,0.001488,0.000832,27.412396,27.851995,82.185769,75.141499,0.169861,6.964304,0.061007,0.061007,0.034104,3080.801456,3369.616533,1141.931797,1123.908221,-0.221802,58.966959,-0.001943,0.07608,50.340078,58.966959,-3.645163,-0.031932,3.851026,3.851169,0,31935.68851,0.047677,0.562811
Simulation065,Suburbs,3,4,4.09,Ribbon-Windows,3.28,2.1,4,5,4,8.08,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Gas_WaterHeater,2010,56.566,0.483962,1.385,17.473,0.009,0,7701.61,2.88208,0.002045,5.241922,1379.355556,258.883333,0,0,272.985948,2.88208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368,0.000368,0.000362,29.199833,29.380111,48.887471,47.462643,0.041958,2.85317,0.024994,0.024994,0.024636,3227.459727,3324.348054,1997.847544,1985.588622,0,67.013217,0,0.032853,51.198787,67.013217,-1.607974,-0.014086,1.602856,1.60791,1.60791,22103.63195,0.06329,0.171688
Simulation066,Country,148,7,2.87,Vertical-Windows,2.86,2.34,3,4,2,12.37,FALSE,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2004,67.832,0.143882,9.922,17.942,0.012,0,4950.38,3.80014,0.002697,8.006661,1051.727778,173.369444,10.805556,195.229302,0,3.80014,4.373585,0,0,0,0,0,0,0.038313,38312.60475,46.306085,0.020038,0.022402,0.31459,0.001207,0.001207,0.000637,25.707456,26.195513,82.215366,74.740918,0.137823,4.410321,0.038634,0.038634,0.020388,2391.709365,2630.891707,838.256432,822.638602,0,67.014009,0,0.043318,51.199462,67.014009,-2.120211,-0.018573,2.1151,2.120154,0,17821.35432,0.060819,0.228629
Simulation067,Country,130,3,3.6,Vertical-Windows,3.82,2.31,5,4,2,8.05,TRUE,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_TanklessHeater,2007,68.227,0.115705,14.961,16.277,0.018,0,2738.75,2.95578,0.002098,6.43797,594.922222,84.302778,9.013889,112.828899,0,2.95578,3.648513,0,0,0,0,0,0,0.031961,31960.9702,46.078967,0.016165,0.032337,0.315723,0.001402,0.001402,0.000716,23.978925,24.667288,82.209561,71.523042,0.16002,3.680465,0.032241,0.032241,0.016477,1645.029971,1890.819907,567.347614,551.515283,0,67.013442,0,0.033693,51.199137,67.013442,-1.649067,-0.014446,1.64395,1.649005,0,9421.288187,0.072982,0.161897
Simulation068,Urban,128,2,3.44,Vertical-Windows,2.43,2.69,4,3,3,9.38,FALSE,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,2010,58.894,0.684055,0.921,17.612,0.007,0,15554.65,6.125442,0.004347,7.40739,2515.177778,517.722222,0,0,487.870391,6.125442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000389,0.000389,0.000391,30.528869,30.667198,48.887636,47.836036,0.04445,3.82267,0.033487,0.033487,0.033603,4113.899081,4204.3367,2637.379003,2625.482764,-0.221791,58.965113,-0.001943,0.069825,50.336029,58.965113,-3.345408,-0.029306,3.551255,3.551418,0,51641.45062,0.043725,0.204386
Simulation069,Country,30,9,3.32,Vertical-Windows,3.54,2.87,3,4,3,7.7,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2013,63.353,0.742022,5.127,18.317,0.03,0,8173.71,3.338397,0.002369,8.041778,1946.577778,353.616667,0,0,418.795294,3.338397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001457,0.001457,0.001474,25.791487,26.395324,48.876061,44.31823,0.166318,11.309629,0.099072,0.099072,0.100218,3013.63963,3323.572177,1794.882031,1753.821105,0,67.013696,0,0.038055,51.199395,67.013696,-1.862533,-0.016316,1.857419,1.862474,1.862474,35146.94784,0.059254,0.232971
Simulation070,Urban,134,7,4.3,Vertical-Windows,2.04,3.8,4,4,2,7.16,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,1980_2004,59.962,1.046064,0.508,18.709,0.004,0,22721.94,7.406745,0.005256,11.330543,3032.911111,889.333333,0,0,668.162739,7.406745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349,0.000349,0.000347,34.246443,34.328387,48.888597,48.269125,0.039871,3.07006,0.026894,0.026894,0.026691,3716.722589,3764.421967,2643.285806,2636.976123,-0.221789,58.964847,-0.001943,0.084431,50.334854,58.964847,-4.045241,-0.035436,4.251098,4.251195,0,72710.21722,0.036116,0.352963
Simulation071,Suburbs,32,8,3.2,Horizontal-Windows,3.64,3.78,5,5,2,8.92,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2004,57.661,0.900409,2.897,16.46,0.02,0,4695.1,5.591987,0.003968,9.749472,761.994444,144.463889,0,0,171.731398,5.591987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001387,0.001387,0.001356,26.132414,26.549036,48.885276,45.632011,0.158305,3.641015,0.031895,0.031895,0.031182,1049.536264,1124.361352,610.627837,601.045519,0,67.014729,0,0.063744,51.200538,67.014729,-3.119796,-0.027329,3.114691,3.119746,0,14695.65596,0.054914,0.511782
Simulation072,Suburbs,45,2,3.13,Ribbon-Windows,2.65,3.5,4,4,3,10.01,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,1980_2004,60.145,0.279991,2.456,17.645,0.005,0,29054.11,9.771787,0.006935,15.58183,3719.680556,1209.144444,0,0,0,9.771787,0,8.144202,8.144202,0.071343,28.564234,45.447422,0.043558,0,0,0,0,0,0,0.00076,0.00076,0.000459,33.284755,33.427797,82.214854,79.914259,0.086783,8.24437,0.072221,0.072221,0.043558,7591.854567,7810.411103,3175.640719,3162.051765,-0.221801,58.966861,-0.001943,0.11139,50.343855,58.966861,-5.33691,-0.046751,5.5428,5.543069,5.543069,129871.8588,0.034149,0.577204
Simulation074,Urban,78,10,4.47,Ribbon-Windows,2.64,3.82,4,5,4,11.02,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2016,59.621,0.199653,2.256,17.598,0.004,0,21689.47,8.475463,0.006015,11.110911,2654.769444,794.136111,10.763889,728.101129,0,8.475463,4.356702,0,0,0,0,0,0,0.038165,38164.70925,42.106296,0.020806,0.005984,0.23053,0.000447,0.000447,0.000244,33.82612,33.935386,82.221446,80.44598,0.051038,4.389307,0.03845,0.03845,0.021001,6918.354269,7071.044348,2918.443187,2909.046328,-0.221804,58.967257,-0.001943,0.096613,50.337745,58.967257,-4.628905,-0.040549,4.834786,4.835018,4.835018,75913.14864,0.0369,0.536069
Simulation075,Country,20,9,3.5,Ribbon-Windows,3.82,3.68,3,4,3,7.87,TRUE,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2007,61.01,0.721176,2.44,18.16,0.015,0,8792.25,4.425734,0.003141,7.811257,1539.4,329.347222,0,0,352.950421,4.425734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000856,0.000856,0.000863,27.556623,27.909421,48.885467,46.181006,0.097728,5.765958,0.05051,0.05051,0.05093,2724.679366,2884.242545,1646.655859,1625.840733,0,67.013871,0,0.05045,51.199603,67.013871,-2.469163,-0.02163,2.464051,2.469105,2.469105,33586.38841,0.051338,0.218023
Simulation076,City,72,6,3.82,Vertical-Windows,2.61,2.25,5,5,3,8.31,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,pre_1980,60.7,1.077489,1.632,18.375,0.011,0,16599.13,6.918173,0.00491,11.667309,2880.008333,639.061111,0,0,607.603697,6.918173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935,0.000935,0.00097,29.171408,29.421851,48.886743,47.006861,0.106703,7.255782,0.063561,0.063561,0.065974,3196.466541,3324.298552,2000.685894,1983.655748,-0.221802,58.967069,-0.001943,0.078861,50.335514,58.967069,-3.77836,-0.033098,3.984226,3.984317,0,71708.22674,0.039589,0.261038
Simulation078,Suburbs,56,7,4.32,Vertical-Windows,3.56,3.61,4,5,2,8.29,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2010,58.189,2.020527,0.87,17.429,0.007,0,25407.24,14.473385,0.010271,21.869249,3090.797222,936.297222,0,0,837.422578,14.473385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0.00103,0.001065,32.87011,32.990282,48.888414,47.964687,0.117528,5.876378,0.051477,0.051477,0.05326,2398.234332,2444.420689,1649.514086,1643.505519,0,67.0154,0,0.164984,51.200933,67.0154,-8.075056,-0.070737,8.069958,8.075013,0,111791.8539,0.029031,0.614966
Simulation079,Urban,146,5,4.4,Ribbon-Windows,3.9,3.83,5,5,4,12.24,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,pre_1980,58.366,0.570437,4.705,16.759,0.027,0,3043.72,2.32848,0.001652,6.180137,545.441667,116.844444,0,0,151.45684,2.32848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001051,0.001051,0.001025,27.089287,27.605001,48.884753,45.00389,0.120008,3.840261,0.033641,0.033641,0.032806,1440.124472,1564.312091,883.360017,866.857191,0,67.014317,0,0.026543,51.200124,67.014317,-1.29907,-0.01138,1.293961,1.299016,0,10713.90933,0.075496,0.521597
Simulation080,Suburbs,57,3,3.52,Ribbon-Windows,2.68,2.69,3,3,2,9.71,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2019,58.09,1.00045,1.203,17.458,0.008,0,15453.04,5.85036,0.004152,10.837861,2033.525,575.430556,0,0,564.408174,5.85036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638,0.000638,0.000618,32.070286,32.234892,48.888134,47.560699,0.072777,4.948832,0.043352,0.043352,0.042037,3234.127515,3324.393113,2191.972633,2180.779481,0,67.014973,0,0.066689,51.200589,67.014973,-3.264022,-0.028593,3.25892,3.263974,0,49449.73742,0.044388,0.513274
Simulation082,Urban,66,7,3.2,Ribbon-Windows,2.12,3.56,5,4,4,12.66,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2007,58.395,0.626903,1.726,17.991,0.01,0,11189.38,3.044995,0.002161,6.791826,1952.086111,428.347222,0,0,447.327704,3.044995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000526,0.000526,0.000528,29.239648,29.460285,48.885979,47.123435,0.060075,5.16646,0.045258,0.045258,0.045446,4052.615429,4204.194172,2533.584481,2514.609738,-0.221809,58.968172,-0.001943,0.03471,50.33309,58.968172,-1.663027,-0.014568,1.868866,1.868928,1.868928,38379.58283,0.056778,0.185405
Simulation085,City,42,9,2.91,Vertical-Windows,3.44,3.8,4,4,4,10.94,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,57.747,1.039078,1.543,17.537,0.01,0,13368.73,5.132495,0.003642,11.253901,2167.530556,510.497222,0,0,508.505772,5.132495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000816,0.000816,0.000814,30.190098,30.386979,48.886293,47.331134,0.093201,5.498869,0.04817,0.04817,0.048039,2792.536886,2884.291296,1792.831734,1781.215788,0,67.014214,0,0.058506,51.200005,67.014214,-2.86345,-0.025084,2.858341,2.863396,0,50266.43384,0.045049,0.357425
Simulation087,City,124,9,3.43,Vertical-Windows,2.73,2.59,4,4,2,12.13,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,58.035,0.191754,3.374,16.692,0.008,0,9110.55,8.940171,0.006345,10.669342,1355.041667,239.847222,0,0,0,8.940171,0,3.50921,3.50921,0.030741,22.642547,41.143765,0.01658,0,0,0,0,0,0,0.00097,0.00097,0.000518,27.230675,27.456231,82.212954,78.51717,0.110766,3.544511,0.03105,0.03105,0.01658,2512.549433,2630.814543,878.599392,871.381604,0,67.014341,0,0.10191,51.199777,67.014341,-4.988,-0.043695,4.982892,4.987946,4.987946,28789.34938,0.042546,0.19584
Simulation088,Urban,25,6,3.76,Horizontal-Windows,3.29,3.45,5,3,3,10.69,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,59.002,0.714534,4.943,16.604,0.031,0,4286.21,3.993131,0.002834,7.738368,826.483333,143.369444,0,0,189.644459,3.993131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001569,0.001569,0.001591,24.829544,25.474376,48.874339,44.094486,0.17907,5.730237,0.050197,0.050197,0.050922,1411.023558,1563.978842,815.180017,794.545422,0,67.014123,0,0.045518,51.199603,67.014123,-2.227879,-0.019516,2.222769,2.227824,2.227824,18302.09704,0.060498,0.211652
Simulation090,Urban,150,3,3.16,Vertical-Windows,3.79,3.13,3,5,3,11,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,2010,57.043,0.651176,1.609,17.044,0.01,0,10139.29,3.845539,0.002729,7.053651,1617.277778,341.430556,0,0,367.336143,3.845539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000562,0.000562,0.000548,28.898442,29.134326,48.88749,46.979931,0.064162,4.363029,0.03822,0.03822,0.03725,3194.635297,3324.349309,1981.134165,1965.094027,-0.221808,58.967953,-0.001943,0.043836,50.340594,58.967953,-2.100252,-0.018398,2.306096,2.306164,0,32547.1076,0.05257,0.186481
Simulation093,City,128,3,4.27,Vertical-Windows,2.23,2.97,3,4,3,9.97,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2013,59.361,1.135861,1.867,17.729,0.012,0,14934.52,7.748052,0.005499,12.303317,2345.994444,536.055556,0,0,555.923489,7.748052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001107,0.001107,0.001132,29.042973,29.302978,48.88509,46.882247,0.126396,7.457379,0.065327,0.065327,0.066782,2766.052568,2884.220333,1728.875725,1713.535412,-0.221801,58.966868,-0.001943,0.088321,50.331381,58.966868,-4.231632,-0.037069,4.437504,4.437653,4.437653,60634.15255,0.039769,0.394451
Simulation098,City,60,7,3.21,Vertical-Windows,2.28,3.73,3,3,3,10.79,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2004,58.168,0.884302,4.479,16.764,0.028,0,5612.54,4.305378,0.003055,9.57672,1191.830556,179.980556,0,0,234.697014,4.305378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001861,0.001861,0.001895,24.907839,25.493882,48.876361,44.524676,0.212441,6.798101,0.059551,0.059551,0.060653,1424.789637,1564.043539,815.804213,797.050834,0,67.014077,0,0.049078,51.199743,67.014077,-2.402035,-0.021042,2.396924,2.401979,0,23797.17113,0.055278,0.230519
Simulation099,Suburbs,49,9,3.3,Horizontal-Windows,3.69,3.67,3,3,4,9.99,TRUE,External-Shading,Passive,BoilerBaseboard,Electric_WaterHeater,1980_2004,64.878,0.203776,14.368,16.054,0.018,0,4981.71,4.599856,0.003264,11.339451,933.777778,147.658333,15.747222,198.730001,0,4.599856,6.373076,0,0,0,0,0,0,0.055828,55828.14398,46.362363,0.030438,0.032069,0.309911,0.002454,0.002454,0.001369,24.64873,25.309949,82.196565,72.152283,0.280145,6.443342,0.056444,0.056444,0.03149,1659.502512,1890.521006,582.128835,566.920781,0,67.014337,0,0.052434,51.20022,67.014337,-2.566259,-0.02248,2.561151,2.566206,0,20773.73771,0.056137,0.371211
Simulation100,Urban,76,6,4.06,Horizontal-Windows,3.27,3.93,4,4,3,7.88,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,56.51,0.729886,1.486,17.236,0.01,0,7181.44,4.770824,0.003386,7.903207,971.711111,236.344444,0,0,248.157826,4.770824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608,0.000608,0.000591,29.836999,30.036903,48.888,47.304291,0.069449,2.847427,0.024943,0.024943,0.024216,1939.475915,2004.407985,1231.513006,1223.31695,-0.221807,58.967853,-0.001943,0.054383,50.338192,58.967853,-2.605623,-0.022825,2.811475,2.811602,2.811602,20538.92741,0.051455,0.497117
Simulation102,Country,165,3,4.24,Vertical-Windows,2.59,3.86,3,4,2,12.87,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,61.858,0.123624,7.366,16.155,0.013,0,3497.95,4.392944,0.003118,6.878377,624.802778,96.755556,0,0,0,4.392944,0,2.941253,2.941253,0.025765,21.60067,43.885824,0.013029,0,0,0,0,0,0,0.001131,0.001131,0.000566,24.864635,25.356322,82.208615,74.083655,0.129137,2.970142,0.026018,0.026018,0.013029,1703.924074,1890.79814,583.195395,571.8866,0,67.014273,0,0.050076,51.19994,67.014273,-2.450888,-0.02147,2.445779,2.450833,0,9864.205952,0.063492,0.22019
